API Country,API Currancy,Customer Id,Customer Name,Meter Category,Meter Name,Meter Sub Category,PublisherName,Usage Date,Billing Pre Tax Total
DK,DKK,id1,Customer1,Virtual Machines,Standard,Virtual Machines RI,Microsoft,11/1/2023,0
DK,DKK,id1,Customer1,Virtual Network,Standard IPv4 Static Public IP,IP Addresses,Microsoft,11/1/2023,0.7196559
DK,DKK,id1,Customer1,Azure Cognitive Search,Basic Unit,Azure AI Search,Microsoft,11/2/2023,14.53704918
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/2/2023,2.3989e-06
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/2/2023,0.060978843
DK,DKK,id1,Customer1,Azure DNS,Public Zone,Azure DNS,Microsoft,11/2/2023,0.096727943
DK,DKK,id1,Customer1,Azure Kubernetes Service,Standard Uptime SLA,Azure Kubernetes Service,Microsoft,11/2/2023,14.292998182
DK,DKK,id1,Customer1,Bandwidth,Inter Continent Data Transfer Out - NAM or EU To Any,Bandwidth Inter-Region,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,6e-09
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,1.81e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,6.03e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,1.8277e-06
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,1.8458e-06
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,1.387e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/2/2023,1.43931e-05
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Content Delivery Network,Standard Data Transfer,Azure CDN from Microsoft,Microsoft,11/2/2023,8.715e-07
DK,DKK,id1,Customer1,Content Delivery Network,Standard Data Transfer,Azure CDN from Microsoft,Microsoft,11/2/2023,6.437e-07
DK,DKK,id1,Customer1,Load Balancer,Standard Data Processed,Load Balancer,Microsoft,11/2/2023,0.50382816
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/2/2023,5.1575e-06
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/2/2023,5.1575e-06
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/2/2023,5.1575e-06
DK,DKK,id1,Customer1,Storage,LRS Data Stored,Files,Microsoft,11/2/2023,0.059967487
DK,DKK,id1,Customer1,Storage,GRS Data Stored,Files,Microsoft,11/2/2023,0.159585495
DK,DKK,id1,Customer1,Storage,Protocol Operations,Files,Microsoft,11/2/2023,0.101933861
DK,DKK,id1,Customer1,Storage,Read Operations,Files,Microsoft,11/2/2023,0.113093025
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/2/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/2/2023,4.334274468
DK,DKK,id1,Customer1,Storage,E2 LRS Disk,Standard SSD Managed Disks,Microsoft,11/2/2023,0.119952245
DK,DKK,id1,Customer1,Storage,E4 LRS Disk Operations,Standard SSD Managed Disks,Microsoft,11/2/2023,0.165669586
DK,DKK,id1,Customer1,Storage,E4 LRS Disk Operations,Standard SSD Managed Disks,Microsoft,11/2/2023,0.733809133
DK,DKK,id1,Customer1,Storage,Geo-Replication Data Transfer,Storage - Bandwidth,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Storage,Geo-Replication v2 Data Transfer,Storage - Bandwidth,Microsoft,11/2/2023,0.065012395
DK,DKK,id1,Customer1,Storage,Batch Write Operations,Tables,Microsoft,11/2/2023,3.15209e-05
DK,DKK,id1,Customer1,Storage,LRS Data Stored,Tables,Microsoft,11/2/2023,3.88614e-05
DK,DKK,id1,Customer1,Storage,GRS Batch Write Operations,Tables,Microsoft,11/2/2023,6.26101e-05
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/2/2023,0.163125266
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/2/2023,0.316654929
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/2/2023,0.191912078
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/2/2023,13.24166856
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/2/2023,0.355037345
DK,DKK,id1,Customer1,Virtual Machines,Standard,Virtual Machines RI,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Virtual Machines,Standard,Virtual Machines RI,Microsoft,11/2/2023,0
DK,DKK,id1,Customer1,Virtual Network,Standard IPv4 Static Public IP,IP Addresses,Microsoft,11/2/2023,0.7196559
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/3/2023,4.7977e-06
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/3/2023,2.3989e-06
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/3/2023,0.051560946
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/3/2023,2.3989e-06
DK,DKK,id1,Customer1,Azure Kubernetes Service,Standard Uptime SLA,Azure Kubernetes Service,Microsoft,11/3/2023,14.468075057
DK,DKK,id1,Customer1,Bandwidth,Inter Continent Data Transfer Out - NAM or EU To Any,Bandwidth Inter-Region,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,9.986e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,7.6e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,8.807e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.21e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.21e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,6.7e-09
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.21e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.81e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.81e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,4.83e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.086e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.81e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,6e-09
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.81e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,2.714e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.81e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,3.62e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/3/2023,1.43931e-05
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Content Delivery Network,Standard Data Transfer,Azure CDN from Microsoft,Microsoft,11/3/2023,1.5569e-06
DK,DKK,id1,Customer1,Content Delivery Network,Standard Data Transfer,Azure CDN from Microsoft,Microsoft,11/3/2023,5.601e-07
DK,DKK,id1,Customer1,Load Balancer,Standard Data Processed,Load Balancer,Microsoft,11/3/2023,0.974587599
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/3/2023,1.03151e-05
DK,DKK,id1,Customer1,Storage,Hot Read Operations,Blob Storage,Microsoft,11/3/2023,2.5788e-06
DK,DKK,id1,Customer1,Storage,LRS Data Stored,Files,Microsoft,11/3/2023,0.059967487
DK,DKK,id1,Customer1,Storage,GRS Write Operations,Files,Microsoft,11/3/2023,25.708699509
DK,DKK,id1,Customer1,Storage,Read Operations,Files,Microsoft,11/3/2023,0.935693003
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/3/2023,4.334274468
DK,DKK,id1,Customer1,Storage,E4 LRS Disk Operations,Standard SSD Managed Disks,Microsoft,11/3/2023,0.663858579
DK,DKK,id1,Customer1,Storage,Geo-Replication Data Transfer,Storage - Bandwidth,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Storage,Geo-Replication v2 Data Transfer,Storage - Bandwidth,Microsoft,11/3/2023,0.159091211
DK,DKK,id1,Customer1,Storage,Batch Write Operations,Tables,Microsoft,11/3/2023,3.15209e-05
DK,DKK,id1,Customer1,Storage,LRS Data Stored,Tables,Microsoft,11/3/2023,3.88614e-05
DK,DKK,id1,Customer1,Storage,Batch Write Operations,Tables,Microsoft,11/3/2023,3.28163e-05
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.201507682
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.076764831
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.076764831
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.182316474
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.364632948
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.134338455
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.431802176
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.403015364
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.22069889
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.39341976
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.057573623
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.355037345
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.086360435
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.182316474
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.268676909
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.163125266
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.201507682
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.268676909
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.182316474
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.460588988
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.268676909
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,13.81739328
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.105551643
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.182316474
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.249485702
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.287867541
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.431802176
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.412610968
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.163125266
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.22069889
DK,DKK,id1,Customer1,Virtual Machines,B2ms,Virtual Machines BS Series,Microsoft,11/3/2023,0.105551643
DK,DKK,id1,Customer1,Virtual Machines,Standard,Virtual Machines RI,Microsoft,11/3/2023,0
DK,DKK,id1,Customer1,Virtual Network,Standard IPv4 Static Public IP,IP Addresses,Microsoft,11/3/2023,0.7196559
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/4/2023,4.7977e-06
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/4/2023,2.3989e-06
DK,DKK,id1,Customer1,Azure DNS,Public Queries,Azure DNS,Microsoft,11/4/2023,2.3989e-06
DK,DKK,id1,Customer1,Bandwidth,Inter Continent Data Transfer Out - NAM or EU To Any,Bandwidth Inter-Region,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Inter Continent Data Transfer Out - NAM or EU To Any,Bandwidth Inter-Region,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,6.64e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,6e-09
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,1.1039e-06
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,6e-09
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,3.076e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,8.44e-08
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,5.127e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,6e-09
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,4.886e-07
DK,DKK,id1,Customer1,Bandwidth,Intra Continent Data Transfer Out,Bandwidth Inter-Region,Microsoft,11/4/2023,1.43931e-05
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Bandwidth,Standard Data Transfer Out,Rtn Preference: MGN,Microsoft,11/4/2023,0
DK,DKK,id1,Customer1,Load Balancer,Standard Data Processed,Load Balancer,Microsoft,11/4/2023,0.653609049
DK,DKK,id1,Customer1,Service Bus,Standard Base Unit,Service Bus,Microsoft,11/4/2023,1.93457899
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/4/2023,5.1575e-06
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/4/2023,5.1575e-06
DK,DKK,id1,Customer1,Storage,All Other Operations,Blob Storage,Microsoft,11/4/2023,5.1575e-06
DK,DKK,id1,Customer1,Storage,GRS Data Stored,Files,Microsoft,11/4/2023,0.159445162
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/4/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/4/2023,0.18059477
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/4/2023,1.264163386
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/4/2023,0.361189539
DK,DKK,id1,Customer1,Storage,P10 LRS Disk,Premium SSD Managed Disks,Microsoft,11/4/2023,1.625352925
