Customer_ID,Transaction_Date,Brand_Name,Sector,Gender,Date_of_Birth,Country,No_of_Scans,Amount_Spent
33746396,2022-01-03,Tommy Hilfiger,Premium,F,1983-09-23,ES,1,59.0
67993256,2022-01-03,Asics,Sports,,,ES,1,66.0
41527121,2022-01-03,Pepe Jeans,Denim,,,ES,1,28.5
48575750,2022-01-03,Vans,Shoes,M,1982-07-28,ES,1,23.0
52358645,2022-01-03,Zwilling,Home & Living,,,ES,1,163.5
42113483,2022-01-03,Calvin Klein,Premium,F,,ES,1,35.0
64400052,2022-01-03,Nike,Sports,,,ES,1,92.98
53406780,2022-01-03,Puma,Sports,,,ES,1,23.25
68852373,2022-01-03,Nike,Sports,,,DE,1,89.07
65748827,2022-01-03,Puma,Sports,,,ES,1,66.0
67961948,2022-01-03,Asics,Sports,,,ES,1,117.0
33747470,2022-01-03,Under Armour,Sports,F,1995-05-07,ES,1,13.97
60763062,2022-01-03,Tommy Hilfiger,Premium,M,1996-06-22,ES,1,14.0
53734825,2022-01-03,Karl Lagerfeld,Women's Apparel,,,ES,1,182.0
60045210,2022-01-03,Vans,Shoes,,,ES,1,78.0
52873302,2022-01-03,Primor,Beauty,,,ES,1,43.95
60375730,2022-01-03,Diesel,Denim,,,ES,1,15.0
64400052,2022-01-03,The Body Shop,Beauty,,,ES,1,35.7
65643520,2022-01-03,Lindt,Food & Beverages,,,ES,1,16.47
52965768,2022-01-03,Lacoste,Premium,,,ES,1,125.0
59049730,2022-01-03,Asics,Sports,,,ES,1,26.0
53808281,2022-01-03,Nike,Sports,,,ES,1,21.0
65942451,2022-01-03,Converse,Shoes,M,1971-12-03,ES,1,24.97
41252295,2022-01-03,Festina Group,Jewellery & Watches,,,ES,1,9.67
68855065,2022-01-03,Converse,Shoes,,,DE,1,169.98
73147152,2022-01-03,Asics,Sports,,,ES,1,48.0
57119523,2022-01-03,Nike,Sports,,,ES,2,68.38
48290392,2022-01-03,Textura,Home & Living,F,1960-03-11,ES,1,46.7
55994197,2022-01-03,Pepe Jeans,Denim,F,2000-01-31,ES,1,46.1
60388155,2022-01-03,Tommy Hilfiger,Premium,,,ES,1,42.0
66693858,2022-01-03,Calvin Klein,Premium,,,ES,1,50.0
60778065,2022-01-03,Primor,Beauty,,,ES,1,48.4
36268821,2022-01-03,Nike,Sports,F,1961-04-16,ES,1,46.87
64028418,2022-01-03,TIC,Info,M,1984-01-02,ES,1,200.0
39281036,2022-01-03,Clarks,Shoes,F,1998-10-16,ES,2,132.45
35062949,2022-01-03,Tommy Hilfiger,Premium,,,ES,1,47.0
53741415,2022-01-04,Dockers,Unisex Apparel,,,ES,1,40.0
61708388,2022-01-04,Quiksilver,Outdoor & Surfwear,,,ES,1,44.6
68149990,2022-01-04,BOSS,Men's Apparel,,,ES,1,76.8
59023978,2022-01-04,Converse,Shoes,F,1990-05-24,ES,3,1096.17
35429039,2022-01-04,Superdry,Unisex Apparel,F,,ES,1,17.25
68861378,2022-01-04,Levi’s,Denim,,,ES,1,24.5
52694563,2022-01-04,Karl Lagerfeld,Women's Apparel,,,ES,1,54.0
34440362,2022-01-04,Calvin Klein,Premium,M,1981-05-14,ES,1,21.67
68864829,2022-01-04,Textura,Home & Living,,,FR,1,21.51
56565035,2022-01-04,Superdry,Unisex Apparel,F,1992-12-04,ES,1,40.0
41920087,2022-01-04,Nike,Sports,F,1979-09-14,ES,1,5.5
65448709,2022-01-04,Nike,Sports,F,1977-07-13,ES,1,41.99
41907640,2022-01-04,Vans,Shoes,F,,ES,1,18.75
47089229,2022-01-04,Pepe Jeans,Denim,F,,ES,1,45.0
64470867,2022-01-04,Asics,Sports,,,ES,1,23.25
45047517,2022-01-04,Converse,Shoes,,,ES,1,110.0
41264462,2022-01-04,Under Armour,Sports,F,1969-12-12,ES,2,134.44
45034744,2022-01-04,The Body Shop,Beauty,F,1979-07-03,,1,8.4
40004049,2022-01-04,Festina Group,Jewellery & Watches,,,ES,1,14.9
36294686,2022-01-04,Puma,Sports,,,ES,1,101.0
48332091,2022-01-04,Scalpers,Men's Apparel,M,1982-02-13,,1,125.38
34673288,2022-01-04,Scalpers,Men's Apparel,M,1970-06-27,ES,1,156.36
62888917,2022-01-04,ZZZ [NO LONGER IN CENTRE] Old Ridel Pop up,Unisex Apparel,F,1986-11-07,ES,1,19.9
47081075,2022-01-04,Pepe Jeans,Denim,F,1978-07-14,ES,1,36.0
63142287,2022-01-04,Pepe Jeans,Denim,F,2001-11-08,ES,1,51.0
33744292,2022-01-04,Nike,Sports,M,1976-03-14,ES,1,44.99
41144013,2022-01-04,Adolfo Domínguez,Unisex Apparel,,,ES,1,24.0
41325005,2022-01-04,Primor,Beauty,,,ES,1,27.0
64421405,2022-01-04,Timberland,Shoes,,,ES,1,63.0
53908253,2022-01-04,Textura,Home & Living,F,1982-02-21,ES,1,6.9
33744093,2022-01-04,Skechers,Shoes,M,,SE,1,61.58
44991358,2022-01-04,Nike,Sports,,,ES,1,9.79
40932185,2022-01-04,Nike,Sports,,,ES,1,38.99
45024812,2022-01-04,Nike,Sports,F,1996-09-27,ES,1,18.39
62207801,2022-01-04,BOSS,Men's Apparel,,,ES,1,29.0
40344057,2022-01-04,Skechers,Shoes,M,1966-02-09,ES,1,51.99
41159300,2022-01-04,Quiksilver,Outdoor & Surfwear,M,1981-05-10,ES,1,27.0
33746107,2022-01-04,Superdry,Unisex Apparel,M,1981-08-09,BE,1,32.62
68860666,2022-01-04,Levi’s,Denim,,,ES,1,89.6
68791626,2022-01-04,Superdry,Unisex Apparel,M,1972-08-10,,1,62.62
47860354,2022-01-05,Home & Cook,Home & Living,F,2000-06-03,ES,1,799.0
34453530,2022-01-05,Primor,Beauty,F,1970-05-29,ES,1,44.46
49037969,2022-01-05,Converse,Shoes,F,1978-04-18,,1,12.97
66211982,2022-01-05,Nike,Sports,,,ES,1,31.68
51640437,2022-01-05,Primor,Beauty,F,1965-01-26,ES,2,88.4
53837504,2022-01-05,Asics,Sports,F,1989-08-26,ES,1,35.0
44981317,2022-01-05,Primor,Beauty,M,1980-03-03,ES,1,13.95
53248684,2022-01-05,Asics,Sports,,,ES,1,70.0
68877954,2022-01-05,Home & Cook,Home & Living,U,1972-01-05,DE,1,7.0
49732091,2022-01-05,UGG,Shoes,F,1973-01-09,ES,1,99.0
68276254,2022-01-05,Under Armour,Sports,,2001-03-23,ES,1,31.49
65953765,2022-01-05,Lacoste,Premium,,,ES,2,107.29
48578339,2022-01-05,Asics,Sports,,,,1,34.5
63995629,2022-01-05,Scalpers,Men's Apparel,F,1978-08-11,ES,1,65.89
40429242,2022-01-05,Tommy Hilfiger,Premium,M,,ES,1,31.0
45088428,2022-01-05,Tommy Hilfiger,Premium,,,ES,1,34.0
64256429,2022-01-05,Converse,Shoes,,,ES,1,34.97
68818603,2022-01-05,Home & Cook,Home & Living,,,ES,1,130.0
36428482,2022-01-05,Quiksilver,Outdoor & Surfwear,,,ES,1,29.9
38732116,2022-01-05,Superdry,Unisex Apparel,F,1973-10-04,ES,1,66.5
65608231,2022-01-05,Jack&Jones,Men's Apparel,,,ES,1,13.08
33747259,2022-01-05,Clarks,Shoes,F,1974-07-02,ES,1,25.5
40563177,2022-01-05,Puma,Sports,F,1972-03-28,ES,2,47.5
41435561,2022-01-05,Nike,Sports,F,1976-08-05,ES,1,31.49
45039622,2022-01-05,Nike,Sports,,,ES,1,47.24
64092513,2022-01-05,Lacoste,Premium,,,ES,1,26.0
34439131,2022-01-05,Camper,Shoes,F,1972-11-28,ES,1,189.0
51575210,2022-01-05,Primor,Beauty,,,ES,1,68.04
34443878,2022-01-05,Asics,Sports,,,ES,1,55.5
61235275,2022-01-05,Calvin Klein,Premium,,,ES,1,29.88
34733725,2022-01-05,Asics,Sports,F,,ES,1,21.0
39808607,2022-01-05,Primor,Beauty,,,ES,1,17.45
45036313,2022-01-05,WMF,Home & Living,,,ES,1,28.87
35783752,2022-01-05,Under Armour,Sports,F,1999-10-08,ES,2,132.95
62020406,2022-01-05,Puma,Sports,,,SE,1,114.0
67970850,2022-01-05,Under Armour,Sports,,,ES,2,79.98
57103688,2022-01-05,Textura,Home & Living,F,,ES,2,747.7
61656996,2022-01-07,Primor,Beauty,,,ES,1,26.77
48221959,2022-01-07,Adolfo Domínguez,Unisex Apparel,F,1972-12-04,ES,1,24.0
60960544,2022-01-07,Nike,Sports,,,ES,1,14.69
61676583,2022-01-07,Nike,Sports,,,ES,1,39.05
34748175,2022-01-07,Diesel,Denim,,,ES,1,83.0
68935625,2022-01-07,Converse,Shoes,,,ES,1,74.91
60346086,2022-01-07,Asics,Sports,M,1968-05-12,ES,1,45.5
38707163,2022-01-07,Zwilling,Home & Living,F,,ES,1,50.0
55176392,2022-01-07,BOSS,Men's Apparel,,,ES,1,45.0
33748646,2022-01-07,Converse,Shoes,M,,ES,1,19.94
36718257,2022-01-07,Puma,Sports,M,1973-01-01,ES,1,14.0
52697552,2022-01-07,Superdry,Unisex Apparel,,,ES,1,46.5
52863377,2022-01-07,Textura,Home & Living,,,ES,1,12.8
61325941,2022-01-07,Vans,Shoes,F,1970-10-31,ES,1,37.5
54695277,2022-01-07,Skechers,Shoes,,,ES,1,117.96
54287990,2022-01-07,Superdry,Unisex Apparel,,,ES,1,39.95
64032589,2022-01-07,Puma,Sports,,,ES,1,27.5
49500517,2022-01-07,Diesel,Denim,,,,1,100.0
60397717,2022-01-07,Levi’s,Denim,F,1970-09-15,ES,1,272.0
34718805,2022-01-07,Quiksilver,Outdoor & Surfwear,M,1982-05-24,ES,1,39.9
62028041,2022-01-07,Asics,Sports,F,,ES,1,84.0
36450373,2022-01-07,Swarovski,Jewellery & Watches,,,ES,1,182.5
40715300,2022-01-07,Primor,Beauty,,,ES,1,8.83
48413481,2022-01-07,Nike,Sports,F,1977-03-15,ES,3,36.73
65605905,2022-01-07,Superdry,Unisex Apparel,,,ES,1,156.5
48564863,2022-01-07,Vans,Shoes,,,,1,32.25
67305279,2022-01-07,Scalpers,Men's Apparel,,,ES,1,18.56
46544115,2022-01-07,Camper,Shoes,,,,1,55.0
67972036,2022-01-07,Carhartt WIP,Unisex Apparel,M,1958-08-29,ES,2,103.8
56003632,2022-01-07,Lacoste,Premium,F,2001-10-10,ES,2,184.25
55176392,2022-01-07,Scalpers,Men's Apparel,,,ES,1,46.6
66498077,2022-01-07,Vans,Shoes,,,ES,1,84.3
58986810,2022-01-07,Superdry,Unisex Apparel,,,ES,1,128.74
65929089,2022-01-07,Quiksilver,Outdoor & Surfwear,,,ES,1,36.2
43882609,2022-01-07,Puma,Sports,F,,,1,58.5
60825644,2022-01-07,ZZZ [NO LONGER IN CENTRE] Old Ridel Pop up,Unisex Apparel,M,1971-05-12,ES,1,34.9
40857246,2022-01-07,Under Armour,Sports,F,1975-08-30,ES,1,35.99
53799082,2022-01-07,Nike,Sports,,,ES,2,25.49
62656394,2022-01-07,Skechers,Shoes,,,ES,1,58.99
54111996,2022-01-07,Asics,Sports,M,1975-01-07,ES,1,82.5
34677425,2022-01-07,Diesel,Denim,,1984-03-02,ES,1,69.0
36428482,2022-01-07,The Body Shop,Beauty,,,ES,1,18.0
65792069,2022-01-07,Converse,Shoes,,,ES,1,40.0
67336458,2022-01-08,Converse,Shoes,,,ES,1,31.5
53249469,2022-01-08,TIC,Info,M,1984-12-27,ES,1,200.0
47430354,2022-01-08,Primor,Beauty,F,1992-04-22,ES,1,24.3
41321388,2022-01-08,Under Armour,Sports,M,,ES,1,112.9
48413819,2022-01-08,Skechers,Shoes,M,1971-03-07,,1,37.99
55967934,2022-01-08,Asics,Sports,,,ES,1,98.0
46408515,2022-01-08,Puma,Sports,,,,2,71.0
55844151,2022-01-08,Under Armour,Sports,F,1966-01-25,,1,98.95
53485089,2022-01-08,Swarovski,Jewellery & Watches,,,ES,1,59.0
52841777,2022-01-08,Timberland,Shoes,F,1989-07-20,,1,98.0
45366776,2022-01-08,Home & Cook,Home & Living,F,1965-10-25,ES,1,249.0
66683134,2022-01-08,Nike,Sports,,,ES,1,29.97
60762897,2022-01-08,ZZZ [NO LONGER IN CENTRE] Old Ridel Pop up,Unisex Apparel,,,ES,1,39.9
55986454,2022-01-08,Calvin Klein,Premium,F,1996-08-22,ES,1,35.0
66277388,2022-01-08,BOSS,Men's Apparel,,,ES,1,167.0
41984961,2022-01-08,Adolfo Domínguez,Unisex Apparel,,,ES,1,39.0
33746504,2022-01-08,Munich,Shoes,M,1986-01-05,ES,1,56.25
67004145,2022-01-08,Skechers,Shoes,,,ES,1,51.99
64000498,2022-01-08,Timberland,Shoes,,,ES,1,39.0
52744053,2022-01-08,Asics,Sports,M,1982-09-28,ES,1,88.0
50727102,2022-01-08,Timberland,Shoes,,,,2,127.5
64009151,2022-01-08,Pepe Jeans,Denim,,,ES,1,34.0
53517742,2022-01-08,Superdry,Unisex Apparel,M,1982-06-01,ES,1,199.5
68041633,2022-01-08,Tommy Hilfiger,Premium,,,ES,1,25.0
63760903,2022-01-08,Nike,Sports,F,1992-06-20,ES,1,141.97
68468677,2022-01-08,Pepe Jeans,Denim,,,ES,1,32.0
40430132,2022-01-08,Puma,Sports,F,1995-04-29,ES,1,49.0
59751646,2022-01-08,Nike,Sports,F,1980-04-06,ES,1,8.99
34648737,2022-01-08,Vans,Shoes,,,ES,1,25.0
67872275,2022-01-08,Tommy Hilfiger,Premium,,,ES,1,93.0
64104179,2022-01-08,Vans,Shoes,,,ES,1,51.1
53401476,2022-01-08,Nike,Sports,F,,ES,1,64.99
65825640,2022-01-08,Zwilling,Home & Living,F,1994-09-04,ES,1,13.6
36440504,2022-01-08,Calvin Klein,Premium,F,,ES,1,109.5
40429590,2022-01-09,Primor,Beauty,,,ES,1,8.87
49056662,2022-01-09,Under Armour,Sports,F,1993-09-30,ES,3,89.94
51460417,2022-01-09,Nike,Sports,F,,ES,1,24.49
41692450,2022-01-09,Lindt,Food & Beverages,,,ES,1,19.13
62938807,2022-01-09,Primor,Beauty,,,ES,1,72.45
36647778,2022-01-09,Primor,Beauty,,,ES,1,11.68
64059938,2022-01-09,Calvin Klein,Premium,F,1997-10-14,ES,1,16.11
43964735,2022-01-09,Lindt,Food & Beverages,F,2000-04-26,ES,1,8.96
67978395,2022-01-09,Puma,Sports,,,ES,1,110.4
66302805,2022-01-09,Primor,Beauty,,,ES,1,13.95
36229762,2022-01-09,Adolfo Domínguez,Unisex Apparel,M,1970-05-11,ES,1,39.0
68042022,2022-01-09,Diesel,Denim,F,1998-09-16,ES,1,73.0
40154373,2022-01-09,Scalpers,Men's Apparel,,,ES,1,82.39
36285787,2022-01-09,Primor,Beauty,F,1979-01-19,ES,1,3.97
65558996,2022-01-09,Puma,Sports,M,1996-10-21,,1,125.02
36433433,2022-01-09,Primor,Beauty,F,,ES,1,12.56
45028078,2022-01-09,Primor,Beauty,F,1974-04-14,ES,1,16.99
60779015,2022-01-09,Lacoste,Premium,,,ES,1,90.0
34453456,2022-01-09,Converse,Shoes,,,ES,1,50.0
35233104,2022-01-09,Tommy Hilfiger,Premium,M,1981-02-25,ES,1,19.0
66498077,2022-01-09,Camper,Shoes,,,ES,1,52.5
68772132,2022-01-09,Tommy Hilfiger,Premium,M,1970-05-30,ES,1,59.0
40419404,2022-01-09,Lacoste,Premium,F,1985-02-09,ES,1,35.0
68631152,2022-01-09,Jack&Jones,Men's Apparel,M,1977-10-20,ES,1,74.99
68954074,2022-01-09,ZZZ [NO LONGER IN CENTRE] Brooks Brothers,Unisex Apparel,,,ES,1,104.4
36235343,2022-01-09,The Body Shop,Beauty,,,ES,1,9.0
43287409,2022-01-09,Calvin Klein,Premium,,,ES,1,25.0
33748345,2022-01-09,Javier Simorra,Women's Apparel,,,ES,1,45.0
34988777,2022-01-10,Primor,Beauty,F,,ES,1,13.23
50522711,2022-01-10,Under Armour,Sports,F,1976-04-28,ES,1,7.97
62299018,2022-01-10,Primor,Beauty,F,1990-04-22,ES,1,4.87
36297006,2022-01-10,Scalpers,Men's Apparel,F,1974-11-21,ES,1,175.28
40429996,2022-01-10,Javier Simorra,Women's Apparel,,,ES,1,80.0
44892155,2022-01-10,Converse,Shoes,F,1982-02-05,ES,1,44.97
61280152,2022-01-10,Pepe Jeans,Denim,M,1969-11-17,ES,1,76.0
68960476,2022-01-10,Nike,Sports,,,DK,1,46.79
51997087,2022-01-10,Superdry,Unisex Apparel,F,1974-08-31,,2,44.5
42932545,2022-01-10,Vans,Shoes,,,ES,1,17.5
60398108,2022-01-11,Home & Cook,Home & Living,F,1977-09-08,ES,1,43.1
34452983,2022-01-11,Scalpers,Men's Apparel,,,ES,1,19.32
64390682,2022-01-11,Vans,Shoes,,,ES,1,39.2
35259034,2022-01-11,Skechers,Shoes,F,1992-01-12,ES,1,36.74
64015763,2022-01-11,Nike,Sports,M,1984-08-04,ES,1,53.7
63476143,2022-01-11,Textura,Home & Living,M,1989-05-27,ES,2,57.32
37185236,2022-01-11,Diesel,Denim,,,ES,1,47.0
40984790,2022-01-11,Nike,Sports,,,ES,1,61.42
64005254,2022-01-11,Calvin Klein,Premium,,,ES,1,84.5
61039909,2022-01-11,Timberland,Shoes,F,1987-06-20,ES,1,279.5
40129667,2022-01-11,UGG,Shoes,F,1973-08-23,ES,1,119.0
33747828,2022-01-11,Munich,Shoes,,,RO,2,134.5
64003448,2022-01-11,Primor,Beauty,,,ES,1,91.97
41321468,2022-01-11,Superdry,Unisex Apparel,,,ES,1,29.9
51726935,2022-01-12,North Sails,Men's Apparel,,,ES,1,125.8
34495218,2022-01-12,Primor,Beauty,,,ES,1,20.95
53999415,2022-01-12,Calvin Klein,Premium,F,1964-09-30,ES,1,79.5
64024916,2022-01-12,Converse,Shoes,,,ES,1,15.0
55671502,2022-01-12,Primor,Beauty,F,1980-09-17,ES,1,2.62
34580527,2022-01-12,Karl Lagerfeld,Women's Apparel,F,,ES,1,41.6
36093028,2022-01-12,Puma,Sports,F,1975-11-08,ES,1,157.0
60643081,2022-01-13,Desigual,Unisex Apparel,,,ES,1,74.05
57069385,2022-01-13,Primor,Beauty,,,ES,1,13.43
40434760,2022-01-13,Tommy Hilfiger,Premium,F,1967-05-15,DE,1,110.0
57078817,2022-01-13,Converse,Shoes,,,ES,1,54.96
34456485,2022-01-13,Puma,Sports,F,1984-04-02,ES,1,26.5
60643081,2022-01-13,Lindt,Food & Beverages,,,ES,1,7.79
40347931,2022-01-13,Skechers,Shoes,,,ES,2,121.66
40449147,2022-01-13,Multiópticas,Optical,F,,ES,1,229.0
36729620,2022-01-13,Puma,Sports,,,ES,1,43.0
61017244,2022-01-14,Asics,Sports,,,ES,1,91.0
65584123,2022-01-14,Primor,Beauty,F,1980-12-04,ES,1,5.21
69021068,2022-01-14,WMF,Home & Living,,,ES,1,5.0
57595924,2022-01-14,Timberland,Shoes,,,ES,1,55.8
56189013,2022-01-14,Primor,Beauty,,,ES,1,34.57
69020961,2022-01-14,Zwilling,Home & Living,,,ES,1,33.0
54930865,2022-01-14,Tommy Hilfiger,Premium,,,ES,2,90.08
59107417,2022-01-14,Primor,Beauty,F,1990-07-27,ES,2,14.09
33748635,2022-01-14,Levi’s,Denim,M,,ES,1,15.75
44590583,2022-01-14,Under Armour,Sports,,,ES,1,15.97
46793234,2022-01-14,Jack&Jones,Men's Apparel,,,,1,19.99
58964894,2022-01-14,Nike,Sports,F,1997-09-13,ES,1,28.87
39721687,2022-01-14,Munich,Shoes,F,1984-12-29,ES,1,26.25
57377609,2022-01-14,Vans,Shoes,,,ES,1,30.1
49047198,2022-01-14,Lindt,Food & Beverages,,,,1,34.33
54117318,2022-01-14,Primor,Beauty,,,ES,1,18.39
61023443,2022-01-15,Nike,Sports,F,1985-04-19,ES,1,44.99
41284910,2022-01-15,Puma,Sports,,,ES,1,21.5
69025459,2022-01-15,Levi’s,Denim,F,1959-03-20,ES,1,69.3
53645367,2022-01-15,Puma,Sports,F,1977-01-29,ES,1,13.5
67961208,2022-01-15,Under Armour,Sports,F,1983-01-20,,1,46.94
35230095,2022-01-15,Calvin Klein,Premium,F,,ES,1,35.0
65679652,2022-01-15,Desigual,Unisex Apparel,F,1977-10-04,ES,1,45.63
67943782,2022-01-15,Converse,Shoes,,,ES,1,17.5
48039473,2022-01-15,Lacoste,Premium,F,1991-02-11,ES,1,211.0
52852233,2022-01-15,Festina Group,Jewellery & Watches,M,,ES,1,1.9
53908824,2022-01-15,Dockers,Unisex Apparel,,,ES,1,52.67
62858152,2022-01-15,Nike,Sports,F,1985-06-03,ES,1,133.05
67299277,2022-01-15,Converse,Shoes,,,ES,1,84.52
64133643,2022-01-15,Under Armour,Sports,F,1959-05-20,ES,2,89.45
55673223,2022-01-15,Under Armour,Sports,M,1971-01-31,ES,1,36.93
41088919,2022-01-15,Calvin Klein,Premium,,,ES,1,18.6
68169769,2022-01-15,Quiksilver,Outdoor & Surfwear,,,ES,1,31.1
64157028,2022-01-15,Skechers,Shoes,,,ES,1,48.99
34573970,2022-01-15,Puma,Sports,,1963-06-27,ES,1,15.0
52792027,2022-01-15,Nike,Sports,,,ES,2,117.23
63954790,2022-01-15,Scalpers,Men's Apparel,M,1970-06-28,ES,1,33.18
36727713,2022-01-15,Puma,Sports,F,1977-02-16,ES,1,27.3
41258717,2022-01-15,Primor,Beauty,F,1982-12-13,ES,1,22.8
41258717,2022-01-15,Converse,Shoes,F,1982-12-13,ES,1,25.0
48532422,2022-01-15,Skechers,Shoes,M,1970-12-17,,1,37.79
41691566,2022-01-15,ZZZ [NO LONGER IN CENTRE] Brooks Brothers,Unisex Apparel,,,ES,1,79.0
42575262,2022-01-15,Calvin Klein,Premium,,,ES,1,44.95
34969727,2022-01-15,Levi’s,Denim,,,ES,1,161.0
62999965,2022-01-15,Nike,Sports,M,2001-07-05,ES,2,246.87
42096572,2022-01-15,Tommy Hilfiger,Premium,M,1981-08-30,ES,1,131.0
52798830,2022-01-16,Asics,Sports,,,ES,1,42.0
56719153,2022-01-16,Jack&Jones,Men's Apparel,M,1977-04-03,ES,1,19.99
66487472,2022-01-16,Primor,Beauty,M,1997-05-03,ES,1,8.9
60662192,2022-01-16,Tommy Hilfiger,Premium,F,1971-02-17,ES,1,20.25
52697582,2022-01-16,Nike,Sports,F,1984-11-07,ES,2,103.56
34452133,2022-01-16,Levi’s,Denim,,,ES,1,138.6
64266342,2022-01-16,Levi’s,Denim,M,1961-03-29,ES,1,19.0
46277790,2022-01-16,Puma,Sports,,,ES,1,37.5
36296313,2022-01-16,BOSS,Men's Apparel,,,ES,1,29.0
67959793,2022-01-16,Calvin Klein,Premium,,,ES,1,50.85
68453520,2022-01-16,Levi’s,Denim,M,1993-10-28,DE,1,60.9
41256564,2022-01-16,Swarovski,Jewellery & Watches,M,,ES,1,94.0
65583579,2022-01-16,Textura,Home & Living,,,ES,1,3.9
65509599,2022-01-16,Primor,Beauty,F,1988-12-11,ES,1,11.8
66130345,2022-01-16,Tommy Hilfiger,Premium,,,ES,1,51.0
41252295,2022-01-16,Skechers,Shoes,,,ES,2,119.58
42071193,2022-01-16,Nike,Sports,F,,ES,1,20.28
65854678,2022-01-16,Tommy Hilfiger,Premium,M,1952-08-01,ES,1,40.0
53065737,2022-01-16,BOSS,Men's Apparel,,,ES,1,30.75
63487757,2022-01-16,Tommy Hilfiger,Premium,,,ES,2,180.75
55949624,2022-01-16,Textura,Home & Living,M,1967-12-18,ES,1,44.7
55934536,2022-01-16,Jack&Jones,Men's Apparel,,,ES,1,19.99
68662697,2022-01-16,Timberland,Shoes,,,ES,1,38.5
53244877,2022-01-16,Levi’s,Denim,F,1984-12-14,ES,1,39.37
68946004,2022-01-16,Asics,Sports,,,ES,1,25.0
60665419,2022-01-16,Vans,Shoes,F,1974-09-06,ES,1,37.1
65588622,2022-01-16,Adolfo Domínguez,Unisex Apparel,F,1981-08-04,ES,1,96.3
55073795,2022-01-16,Timberland,Shoes,,,ES,1,56.5
53990431,2022-01-16,Levi’s,Denim,,,ES,1,64.3
67409472,2022-01-16,Vans,Shoes,,,ES,2,80.2
68060320,2022-01-17,UGG,Shoes,,,ES,1,153.0
53909821,2022-01-17,Asics,Sports,F,1986-11-25,ES,1,117.0
57366799,2022-01-17,Munich,Shoes,,,ES,2,112.25
36732274,2022-01-17,Nike,Sports,,,ES,1,26.58
69043480,2022-01-17,Levi’s,Denim,,,ES,1,234.4
65562442,2022-01-17,Converse,Shoes,,,ES,1,56.25
39358882,2022-01-17,Nike,Sports,,,ES,2,52.47
46945667,2022-01-17,Timberland,Shoes,,,,1,56.5
52693380,2022-01-17,Asics,Sports,F,1995-09-22,ES,1,37.5
41437983,2022-01-17,Desigual,Unisex Apparel,F,1980-08-03,ES,1,26.22
50247961,2022-01-17,Calvin Klein,Premium,,,ES,1,26.9
55932814,2022-01-17,Asics,Sports,,,ES,1,25.0
